H (Oe)	Fre(S21)	deg(S21)	Lin(S21)	Fre(S12)	deg(S12)	Lin(S12)
5.500000E+2	3.400000E+9	-2.880538E+1	8.486524E-5	3.400000E+9	1.617826E+2	8.481476E-5
5.500000E+2	3.400000E+9	-2.813760E+1	8.470657E-5	3.400000E+9	1.620380E+2	8.409696E-5
5.450000E+2	3.400000E+9	-2.957424E+1	8.474804E-5	3.400000E+9	1.606271E+2	8.448446E-5
5.400000E+2	3.400000E+9	-2.885436E+1	8.450953E-5	3.400000E+9	1.610865E+2	8.463859E-5
5.350000E+2	3.400000E+9	-3.034158E+1	8.423359E-5	3.400000E+9	1.611053E+2	8.467981E-5
5.300000E+2	3.400000E+9	-3.083388E+1	8.462278E-5	3.400000E+9	1.615918E+2	8.381262E-5
5.250000E+2	3.400000E+9	-2.996094E+1	8.347344E-5	3.400000E+9	1.600164E+2	8.306115E-5
5.200000E+2	3.400000E+9	-3.030143E+1	8.278996E-5	3.400000E+9	1.588461E+2	8.358326E-5
5.150000E+2	3.400000E+9	-3.050958E+1	8.411595E-5	3.400000E+9	1.595446E+2	8.400939E-5
5.100000E+2	3.400000E+9	-3.028124E+1	8.263489E-5	3.400000E+9	1.593027E+2	8.194715E-5
5.050000E+2	3.400000E+9	-2.973939E+1	8.362400E-5	3.400000E+9	1.598293E+2	8.205043E-5
5.000000E+2	3.400000E+9	-3.117172E+1	8.297293E-5	3.400000E+9	1.585182E+2	8.240694E-5
4.950000E+2	3.400000E+9	-3.109126E+1	8.337502E-5	3.400000E+9	1.580147E+2	8.242066E-5
4.900000E+2	3.400000E+9	-3.130663E+1	8.305893E-5	3.400000E+9	1.564042E+2	8.102458E-5
4.850000E+2	3.400000E+9	-3.217854E+1	8.294261E-5	3.400000E+9	1.552368E+2	8.125263E-5
4.800000E+2	3.400000E+9	-3.359308E+1	8.129245E-5	3.400000E+9	1.539672E+2	7.992199E-5
4.750000E+2	3.400000E+9	-3.361149E+1	7.936059E-5	3.400000E+9	1.544127E+2	7.867425E-5
4.700000E+2	3.400000E+9	-3.465616E+1	7.863221E-5	3.400000E+9	1.525282E+2	7.628675E-5
4.650000E+2	3.400000E+9	-3.612505E+1	7.577019E-5	3.400000E+9	1.509518E+2	7.116303E-5
4.600000E+2	3.400000E+9	-3.516487E+1	7.180504E-5	3.400000E+9	1.506358E+2	6.787157E-5
4.550000E+2	3.400000E+9	-3.370758E+1	6.942490E-5	3.400000E+9	1.531459E+2	6.329222E-5
4.500000E+2	3.400000E+9	-2.967079E+1	6.766502E-5	3.400000E+9	1.547717E+2	5.788868E-5
4.450000E+2	3.400000E+9	-2.654922E+1	6.857362E-5	3.400000E+9	1.604963E+2	5.705751E-5
4.400000E+2	3.400000E+9	-2.305671E+1	6.927881E-5	3.400000E+9	1.671772E+2	5.448049E-5
4.350000E+2	3.400000E+9	-2.223350E+1	7.310600E-5	3.400000E+9	1.715990E+2	5.846957E-5
4.300000E+2	3.400000E+9	-2.116113E+1	7.452662E-5	3.400000E+9	1.743936E+2	6.198231E-5
4.250000E+2	3.400000E+9	-2.066640E+1	7.589629E-5	3.400000E+9	1.753920E+2	6.603146E-5
4.200000E+2	3.400000E+9	-2.212638E+1	7.801851E-5	3.400000E+9	1.752579E+2	6.863820E-5
4.150000E+2	3.400000E+9	-2.229130E+1	7.789514E-5	3.400000E+9	1.751123E+2	7.154061E-5
4.100000E+2	3.400000E+9	-2.082391E+1	8.048057E-5	3.400000E+9	1.754886E+2	7.368320E-5
4.050000E+2	3.400000E+9	-2.211546E+1	8.090746E-5	3.400000E+9	1.741285E+2	7.459818E-5
4.000000E+2	3.400000E+9	-2.154449E+1	8.001205E-5	3.400000E+9	1.744546E+2	7.753474E-5
3.950000E+2	3.400000E+9	-2.195971E+1	8.153312E-5	3.400000E+9	1.737321E+2	7.725826E-5
3.900000E+2	3.400000E+9	-2.302125E+1	8.188994E-5	3.400000E+9	1.734176E+2	7.854839E-5
3.850000E+2	3.400000E+9	-2.383539E+1	8.213648E-5	3.400000E+9	1.729513E+2	7.963364E-5
3.800000E+2	3.400000E+9	-2.328123E+1	8.371230E-5	3.400000E+9	1.723677E+2	7.858845E-5
3.750000E+2	3.400000E+9	-2.348567E+1	8.302110E-5	3.400000E+9	1.725191E+2	8.026124E-5
3.700000E+2	3.400000E+9	-2.337529E+1	8.190521E-5	3.400000E+9	1.723454E+2	8.104138E-5
3.650000E+2	3.400000E+9	-2.297797E+1	8.241215E-5	3.400000E+9	1.726888E+2	7.990113E-5
3.600000E+2	3.400000E+9	-2.306617E+1	8.250831E-5	3.400000E+9	1.713611E+2	8.027678E-5
3.550000E+2	3.400000E+9	-2.349146E+1	8.229522E-5	3.400000E+9	1.713820E+2	8.045021E-5
3.500000E+2	3.400000E+9	-2.346939E+1	8.250538E-5	3.400000E+9	1.708505E+2	8.121565E-5
3.500000E+2	3.400000E+9	-2.400799E+1	8.242689E-5	3.400000E+9	1.704576E+2	8.119582E-5
3.500000E+2	3.400000E+9	-2.353116E+1	8.363637E-5	3.400000E+9	1.715532E+2	8.130626E-5
3.500000E+2	3.400000E+9	-2.379833E+1	8.337269E-5	3.400000E+9	1.721513E+2	8.261742E-5
3.500000E+2	3.400000E+9	-2.318550E+1	8.221746E-5	3.400000E+9	1.721868E+2	8.145313E-5
3.500000E+2	3.400000E+9	-2.360761E+1	8.171217E-5	3.400000E+9	1.716733E+2	8.192939E-5
3.500000E+2	3.400000E+9	-2.354794E+1	8.320066E-5	3.400000E+9	1.715108E+2	8.157771E-5
3.500000E+2	3.400000E+9	-2.278427E+1	8.395335E-5	3.400000E+9	1.711955E+2	8.144730E-5
