H (Oe)	Fre(S21)	deg(S21)	Lin(S21)	Fre(S12)	deg(S12)	Lin(S12)
5.500000E+2	3.400000E+9	-1.868807E+1	9.573995E-5	3.400000E+9	1.733311E+2	9.604049E-5
5.500000E+2	3.400000E+9	-1.978246E+1	9.649591E-5	3.400000E+9	1.733107E+2	9.647779E-5
5.450000E+2	3.400000E+9	-1.899017E+1	9.641551E-5	3.400000E+9	1.731021E+2	9.570060E-5
5.400000E+2	3.400000E+9	-1.844384E+1	9.596469E-5	3.400000E+9	1.735603E+2	9.637665E-5
5.350000E+2	3.400000E+9	-1.923413E+1	9.683135E-5	3.400000E+9	1.731959E+2	9.725737E-5
5.300000E+2	3.400000E+9	-1.990911E+1	9.601661E-5	3.400000E+9	1.729143E+2	9.568581E-5
5.250000E+2	3.400000E+9	-1.901278E+1	9.706734E-5	3.400000E+9	1.735569E+2	9.577118E-5
5.200000E+2	3.400000E+9	-1.895740E+1	9.601816E-5	3.400000E+9	1.733083E+2	9.469515E-5
5.150000E+2	3.400000E+9	-1.932877E+1	9.622818E-5	3.400000E+9	1.728058E+2	9.506517E-5
5.100000E+2	3.400000E+9	-1.936416E+1	9.617406E-5	3.400000E+9	1.733106E+2	9.568775E-5
5.050000E+2	3.400000E+9	-1.910300E+1	9.640821E-5	3.400000E+9	1.735849E+2	9.666962E-5
5.000000E+2	3.400000E+9	-1.960461E+1	9.681613E-5	3.400000E+9	1.722378E+2	9.471721E-5
4.950000E+2	3.400000E+9	-2.026404E+1	9.579274E-5	3.400000E+9	1.724081E+2	9.665707E-5
4.900000E+2	3.400000E+9	-1.984453E+1	9.665036E-5	3.400000E+9	1.731261E+2	9.605745E-5
4.850000E+2	3.400000E+9	-2.044147E+1	9.528938E-5	3.400000E+9	1.719981E+2	9.503029E-5
4.800000E+2	3.400000E+9	-1.986495E+1	9.438790E-5	3.400000E+9	1.720627E+2	9.590373E-5
4.750000E+2	3.400000E+9	-1.974152E+1	9.370301E-5	3.400000E+9	1.727759E+2	9.501021E-5
4.700000E+2	3.400000E+9	-1.886292E+1	9.413789E-5	3.400000E+9	1.730786E+2	9.499435E-5
4.650000E+2	3.400000E+9	-1.882079E+1	9.377141E-5	3.400000E+9	1.735621E+2	9.478128E-5
4.600000E+2	3.400000E+9	-1.858077E+1	9.340780E-5	3.400000E+9	1.718421E+2	9.334723E-5
4.550000E+2	3.400000E+9	-1.892821E+1	9.416532E-5	3.400000E+9	1.725452E+2	9.322315E-5
4.500000E+2	3.400000E+9	-1.825322E+1	9.358551E-5	3.400000E+9	1.738382E+2	9.234100E-5
4.450000E+2	3.400000E+9	-1.771594E+1	9.539533E-5	3.400000E+9	1.740149E+2	9.198092E-5
4.400000E+2	3.400000E+9	-1.699208E+1	9.450877E-5	3.400000E+9	1.750424E+2	9.163241E-5
4.350000E+2	3.400000E+9	-1.833626E+1	9.411934E-5	3.400000E+9	1.746240E+2	9.267813E-5
4.300000E+2	3.400000E+9	-1.818214E+1	9.571514E-5	3.400000E+9	1.752139E+2	9.506906E-5
4.250000E+2	3.400000E+9	-1.754296E+1	9.569315E-5	3.400000E+9	1.755154E+2	9.384625E-5
4.200000E+2	3.400000E+9	-1.788911E+1	9.567636E-5	3.400000E+9	1.746622E+2	9.532255E-5
4.150000E+2	3.400000E+9	-1.848971E+1	9.568525E-5	3.400000E+9	1.749715E+2	9.522011E-5
4.100000E+2	3.400000E+9	-1.843857E+1	9.528840E-5	3.400000E+9	1.747877E+2	9.656354E-5
4.050000E+2	3.400000E+9	-1.826616E+1	9.534122E-5	3.400000E+9	1.745518E+2	9.533844E-5
4.000000E+2	3.400000E+9	-1.842510E+1	9.515676E-5	3.400000E+9	1.737970E+2	9.425181E-5
3.950000E+2	3.400000E+9	-1.888181E+1	9.499412E-5	3.400000E+9	1.740326E+2	9.592303E-5
3.900000E+2	3.400000E+9	-1.897799E+1	9.556206E-5	3.400000E+9	1.733642E+2	9.530456E-5
3.850000E+2	3.400000E+9	-1.960179E+1	9.583317E-5	3.400000E+9	1.731710E+2	9.613809E-5
3.800000E+2	3.400000E+9	-1.841472E+1	9.570881E-5	3.400000E+9	1.741079E+2	9.516837E-5
3.750000E+2	3.400000E+9	-1.824369E+1	9.560677E-5	3.400000E+9	1.744639E+2	9.570616E-5
3.700000E+2	3.400000E+9	-1.881892E+1	9.556494E-5	3.400000E+9	1.746511E+2	9.519554E-5
3.650000E+2	3.400000E+9	-1.842597E+1	8.681248E-5	3.400000E+9	1.743795E+2	8.658436E-5
3.600000E+2	3.400000E+9	-1.790042E+1	8.727160E-5	3.400000E+9	1.755373E+2	8.720510E-5
3.550000E+2	3.400000E+9	-1.802852E+1	8.614536E-5	3.400000E+9	1.755604E+2	8.604805E-5
3.500000E+2	3.400000E+9	-1.794521E+1	8.416417E-5	3.400000E+9	1.751944E+2	8.582846E-5
3.500000E+2	3.400000E+9	-1.753389E+1	8.606561E-5	3.400000E+9	1.752896E+2	8.720046E-5
3.500000E+2	3.400000E+9	-1.762020E+1	8.924092E-5	3.400000E+9	1.741775E+2	8.552649E-5
3.500000E+2	3.400000E+9	-1.847577E+1	8.646755E-5	3.400000E+9	1.740768E+2	8.608204E-5
3.500000E+2	3.400000E+9	-1.763031E+1	8.774973E-5	3.400000E+9	1.740013E+2	8.680980E-5
3.500000E+2	3.400000E+9	-1.871726E+1	8.782980E-5	3.400000E+9	1.744391E+2	8.557392E-5
