H (Oe)	Fre(S21)	deg(S21)	Lin(S21)	Fre(S12)	deg(S12)	Lin(S12)
5.500000E+2	3.400000E+9	-2.979705E+1	8.377947E-5	3.400000E+9	1.599271E+2	8.299264E-5
5.500000E+2	3.400000E+9	-2.915508E+1	8.324183E-5	3.400000E+9	1.598980E+2	8.243231E-5
5.450000E+2	3.400000E+9	-3.062205E+1	8.305476E-5	3.400000E+9	1.600189E+2	8.210701E-5
5.400000E+2	3.400000E+9	-3.026902E+1	8.429559E-5	3.400000E+9	1.596190E+2	8.325670E-5
5.350000E+2	3.400000E+9	-3.092083E+1	8.403027E-5	3.400000E+9	1.590302E+2	8.305355E-5
5.300000E+2	3.400000E+9	-3.213196E+1	8.324219E-5	3.400000E+9	1.582135E+2	8.317860E-5
5.250000E+2	3.400000E+9	-3.158559E+1	8.236092E-5	3.400000E+9	1.578808E+2	8.327173E-5
5.200000E+2	3.400000E+9	-3.245651E+1	8.277586E-5	3.400000E+9	1.575386E+2	8.364354E-5
5.150000E+2	3.400000E+9	-3.248528E+1	8.156506E-5	3.400000E+9	1.574493E+2	8.285217E-5
5.100000E+2	3.400000E+9	-3.274974E+1	8.278956E-5	3.400000E+9	1.564380E+2	8.093783E-5
5.050000E+2	3.400000E+9	-3.374130E+1	8.154326E-5	3.400000E+9	1.560856E+2	8.026330E-5
5.000000E+2	3.400000E+9	-3.535142E+1	8.073226E-5	3.400000E+9	1.540212E+2	7.903815E-5
4.950000E+2	3.400000E+9	-3.649501E+1	8.038112E-5	3.400000E+9	1.529609E+2	7.922923E-5
4.900000E+2	3.400000E+9	-3.748339E+1	7.888075E-5	3.400000E+9	1.513246E+2	7.896902E-5
4.850000E+2	3.400000E+9	-3.834379E+1	7.827529E-5	3.400000E+9	1.497528E+2	7.605338E-5
4.800000E+2	3.400000E+9	-4.056311E+1	7.556596E-5	3.400000E+9	1.482710E+2	7.568079E-5
4.750000E+2	3.400000E+9	-4.075421E+1	7.015368E-5	3.400000E+9	1.461992E+2	7.115566E-5
4.700000E+2	3.400000E+9	-4.132579E+1	6.641117E-5	3.400000E+9	1.449437E+2	6.591011E-5
4.650000E+2	3.400000E+9	-3.841617E+1	6.060391E-5	3.400000E+9	1.457438E+2	6.123545E-5
4.600000E+2	3.400000E+9	-3.626857E+1	5.587633E-5	3.400000E+9	1.455409E+2	5.539918E-5
4.550000E+2	3.400000E+9	-3.032888E+1	5.385279E-5	3.400000E+9	1.486036E+2	4.876967E-5
4.500000E+2	3.400000E+9	-2.373514E+1	5.337511E-5	3.400000E+9	1.540815E+2	4.466578E-5
4.450000E+2	3.400000E+9	-2.006035E+1	5.448956E-5	3.400000E+9	1.623037E+2	4.244830E-5
4.400000E+2	3.400000E+9	-1.499093E+1	5.873822E-5	3.400000E+9	1.702312E+2	4.405301E-5
4.350000E+2	3.400000E+9	-1.380216E+1	6.330029E-5	3.400000E+9	1.775050E+2	4.793577E-5
4.300000E+2	3.400000E+9	-1.361859E+1	6.771240E-5	3.400000E+9	-1.781555E+2	5.154879E-5
4.250000E+2	3.400000E+9	-1.389879E+1	7.001143E-5	3.400000E+9	-1.752862E+2	5.756467E-5
4.200000E+2	3.400000E+9	-1.543061E+1	7.304001E-5	3.400000E+9	-1.741903E+2	6.092991E-5
4.150000E+2	3.400000E+9	-1.648543E+1	7.469983E-5	3.400000E+9	-1.776192E+2	6.281095E-5
