H (Oe)	Fre(S21)	deg(S21)	Lin(S21)	Fre(S12)	deg(S12)	Lin(S12)
5.500000E+2	3.400000E+9	-2.165046E+1	1.019618E-4	3.400000E+9	1.700564E+2	1.019715E-4
5.500000E+2	3.400000E+9	-2.111303E+1	1.019249E-4	3.400000E+9	1.691671E+2	1.025531E-4
5.450000E+2	3.400000E+9	-2.130749E+1	1.022081E-4	3.400000E+9	1.695721E+2	1.012877E-4
5.400000E+2	3.400000E+9	-2.157674E+1	1.000684E-4	3.400000E+9	1.692701E+2	1.021016E-4
5.350000E+2	3.400000E+9	-2.147429E+1	1.014811E-4	3.400000E+9	1.694437E+2	1.017229E-4
5.300000E+2	3.400000E+9	-2.213161E+1	1.016309E-4	3.400000E+9	1.689196E+2	1.009725E-4
5.250000E+2	3.400000E+9	-2.167193E+1	1.016550E-4	3.400000E+9	1.689323E+2	1.008766E-4
5.200000E+2	3.400000E+9	-2.245573E+1	1.005970E-4	3.400000E+9	1.682880E+2	1.024654E-4
5.150000E+2	3.400000E+9	-2.320979E+1	1.016344E-4	3.400000E+9	1.665630E+2	9.983393E-5
5.100000E+2	3.400000E+9	-2.342390E+1	1.017854E-4	3.400000E+9	1.665580E+2	1.006222E-4
5.050000E+2	3.400000E+9	-2.371981E+1	9.998203E-5	3.400000E+9	1.664361E+2	9.942290E-5
5.000000E+2	3.400000E+9	-2.352322E+1	9.977135E-5	3.400000E+9	1.665396E+2	9.956230E-5
4.950000E+2	3.400000E+9	-2.438544E+1	9.885558E-5	3.400000E+9	1.647403E+2	9.976100E-5
4.900000E+2	3.400000E+9	-2.407514E+1	9.971004E-5	3.400000E+9	1.646248E+2	9.775527E-5
4.850000E+2	3.400000E+9	-2.501037E+1	9.702011E-5	3.400000E+9	1.639392E+2	9.671697E-5
4.800000E+2	3.400000E+9	-2.526875E+1	9.667572E-5	3.400000E+9	1.635907E+2	9.510279E-5
4.750000E+2	3.400000E+9	-2.532145E+1	9.523897E-5	3.400000E+9	1.617994E+2	9.308047E-5
4.700000E+2	3.400000E+9	-2.520073E+1	9.299042E-5	3.400000E+9	1.612586E+2	8.952706E-5
4.650000E+2	3.400000E+9	-2.458988E+1	9.040863E-5	3.400000E+9	1.625406E+2	8.529343E-5
4.600000E+2	3.400000E+9	-2.404294E+1	8.823069E-5	3.400000E+9	1.629369E+2	8.067916E-5
4.550000E+2	3.400000E+9	-2.188814E+1	8.709398E-5	3.400000E+9	1.645177E+2	7.696886E-5
4.500000E+2	3.400000E+9	-2.000548E+1	8.716604E-5	3.400000E+9	1.677766E+2	7.548859E-5
4.450000E+2	3.400000E+9	-1.752369E+1	8.671384E-5	3.400000E+9	1.718141E+2	7.457401E-5
4.400000E+2	3.400000E+9	-1.656182E+1	8.706927E-5	3.400000E+9	1.753559E+2	7.367219E-5
4.350000E+2	3.400000E+9	-1.496558E+1	8.858826E-5	3.400000E+9	1.793770E+2	7.499552E-5
4.300000E+2	3.400000E+9	-1.417867E+1	9.231045E-5	3.400000E+9	-1.785682E+2	7.810030E-5
4.250000E+2	3.400000E+9	-1.395694E+1	9.510348E-5	3.400000E+9	-1.754813E+2	8.313949E-5
4.200000E+2	3.400000E+9	-1.436091E+1	9.578402E-5	3.400000E+9	-1.755530E+2	8.739399E-5
4.150000E+2	3.400000E+9	-1.512894E+1	9.736053E-5	3.400000E+9	-1.763922E+2	9.202765E-5
4.100000E+2	3.400000E+9	-1.487007E+1	9.820552E-5	3.400000E+9	-1.778001E+2	9.247829E-5
4.050000E+2	3.400000E+9	-1.560560E+1	9.973191E-5	3.400000E+9	-1.776862E+2	9.554459E-5
4.000000E+2	3.400000E+9	-1.597868E+1	1.002174E-4	3.400000E+9	-1.785286E+2	9.633877E-5
