H (Oe)	Fre(S21)	deg(S21)	Lin(S21)	Fre(S12)	deg(S12)	Lin(S12)
5.500000E+2	3.400000E+9	-3.252548E+1	8.019637E-5	3.400000E+9	1.595957E+2	8.083413E-5
5.500000E+2	3.400000E+9	-3.170584E+1	8.125370E-5	3.400000E+9	1.599754E+2	8.120354E-5
5.450000E+2	3.400000E+9	-3.317021E+1	8.158718E-5	3.400000E+9	1.588189E+2	8.104827E-5
5.400000E+2	3.400000E+9	-3.234319E+1	8.160934E-5	3.400000E+9	1.586414E+2	8.074899E-5
5.350000E+2	3.400000E+9	-3.309023E+1	8.123690E-5	3.400000E+9	1.583415E+2	7.861356E-5
5.300000E+2	3.400000E+9	-3.390103E+1	8.254335E-5	3.400000E+9	1.583832E+2	8.069598E-5
5.250000E+2	3.400000E+9	-3.379061E+1	8.119173E-5	3.400000E+9	1.571649E+2	7.888430E-5
5.200000E+2	3.400000E+9	-3.585233E+1	7.960570E-5	3.400000E+9	1.567384E+2	8.018062E-5
5.150000E+2	3.400000E+9	-3.630869E+1	7.995764E-5	3.400000E+9	1.564350E+2	7.937718E-5
5.100000E+2	3.400000E+9	-3.643834E+1	7.790578E-5	3.400000E+9	1.547776E+2	7.944983E-5
5.050000E+2	3.400000E+9	-3.732287E+1	7.656991E-5	3.400000E+9	1.538097E+2	7.837009E-5
5.000000E+2	3.400000E+9	-3.819196E+1	7.511993E-5	3.400000E+9	1.525505E+2	7.729737E-5
4.950000E+2	3.400000E+9	-3.978637E+1	7.224907E-5	3.400000E+9	1.519407E+2	7.579980E-5
4.900000E+2	3.400000E+9	-4.100133E+1	6.993813E-5	3.400000E+9	1.513539E+2	7.361395E-5
4.850000E+2	3.400000E+9	-4.192366E+1	6.597364E-5	3.400000E+9	1.509144E+2	7.036154E-5
4.800000E+2	3.400000E+9	-4.157068E+1	6.198245E-5	3.400000E+9	1.490900E+2	6.900906E-5
4.750000E+2	3.400000E+9	-3.992632E+1	5.740946E-5	3.400000E+9	1.489150E+2	6.447668E-5
4.700000E+2	3.400000E+9	-3.628253E+1	5.210969E-5	3.400000E+9	1.477890E+2	6.096063E-5
4.650000E+2	3.400000E+9	-3.231101E+1	5.099793E-5	3.400000E+9	1.492193E+2	5.530340E-5
4.600000E+2	3.400000E+9	-2.331310E+1	4.856629E-5	3.400000E+9	1.506636E+2	5.071899E-5
4.550000E+2	3.400000E+9	-1.685513E+1	5.099598E-5	3.400000E+9	1.543813E+2	4.728047E-5
4.500000E+2	3.400000E+9	-1.190476E+1	5.534897E-5	3.400000E+9	1.633478E+2	4.210884E-5
4.450000E+2	3.400000E+9	-1.029169E+1	6.111933E-5	3.400000E+9	1.718589E+2	4.292114E-5
4.400000E+2	3.400000E+9	-9.668082E+0	6.583164E-5	3.400000E+9	1.788486E+2	4.575025E-5
