H (Oe)	Fre(S21)	deg(S21)	Lin(S21)	Fre(S12)	deg(S12)	Lin(S12)
5.500000E+2	3.400000E+9	-2.719706E+1	8.458822E-5	3.400000E+9	1.634560E+2	8.363922E-5
5.500000E+2	3.400000E+9	-2.756813E+1	8.445960E-5	3.400000E+9	1.641166E+2	8.409207E-5
5.450000E+2	3.400000E+9	-2.842183E+1	8.480518E-5	3.400000E+9	1.631494E+2	8.419732E-5
5.400000E+2	3.400000E+9	-2.855163E+1	8.465585E-5	3.400000E+9	1.631617E+2	8.448373E-5
5.350000E+2	3.400000E+9	-2.829814E+1	8.621685E-5	3.400000E+9	1.623680E+2	8.508607E-5
5.300000E+2	3.400000E+9	-2.909836E+1	8.511399E-5	3.400000E+9	1.620848E+2	8.337919E-5
5.250000E+2	3.400000E+9	-2.908176E+1	8.448569E-5	3.400000E+9	1.625597E+2	8.475929E-5
5.200000E+2	3.400000E+9	-2.846336E+1	8.436869E-5	3.400000E+9	1.626807E+2	8.528218E-5
5.150000E+2	3.400000E+9	-2.874602E+1	8.461493E-5	3.400000E+9	1.620041E+2	8.428075E-5
5.100000E+2	3.400000E+9	-2.963285E+1	8.451789E-5	3.400000E+9	1.621312E+2	8.502164E-5
5.050000E+2	3.400000E+9	-2.828876E+1	8.475199E-5	3.400000E+9	1.621374E+2	8.494273E-5
5.000000E+2	3.400000E+9	-2.864165E+1	8.483979E-5	3.400000E+9	1.619709E+2	8.485728E-5
4.950000E+2	3.400000E+9	-2.865058E+1	8.476577E-5	3.400000E+9	1.608155E+2	8.460299E-5
4.900000E+2	3.400000E+9	-2.870036E+1	8.540966E-5	3.400000E+9	1.603120E+2	8.460414E-5
4.850000E+2	3.400000E+9	-2.950130E+1	8.513506E-5	3.400000E+9	1.602149E+2	8.354623E-5
4.800000E+2	3.400000E+9	-2.971580E+1	8.498929E-5	3.400000E+9	1.603906E+2	8.275305E-5
4.750000E+2	3.400000E+9	-2.930363E+1	8.481725E-5	3.400000E+9	1.595152E+2	8.260002E-5
4.700000E+2	3.400000E+9	-2.966971E+1	8.437293E-5	3.400000E+9	1.598372E+2	8.172906E-5
4.650000E+2	3.400000E+9	-2.941587E+1	8.221043E-5	3.400000E+9	1.591644E+2	8.074936E-5
4.600000E+2	3.400000E+9	-3.040976E+1	8.282810E-5	3.400000E+9	1.590673E+2	7.802156E-5
4.550000E+2	3.400000E+9	-2.916573E+1	8.267300E-5	3.400000E+9	1.582901E+2	7.558522E-5
4.500000E+2	3.400000E+9	-2.925316E+1	8.039860E-5	3.400000E+9	1.601751E+2	7.418741E-5
