H (Oe)	Fre(S21)	deg(S21)	Lin(S21)	Fre(S12)	deg(S12)	Lin(S12)
5.500000E+2	3.400000E+9	-2.074300E+1	1.061133E-4	3.400000E+9	1.715790E+2	1.056067E-4
5.500000E+2	3.400000E+9	-2.137149E+1	1.068157E-4	3.400000E+9	1.714598E+2	1.063405E-4
5.450000E+2	3.400000E+9	-2.076557E+1	1.061709E-4	3.400000E+9	1.706581E+2	1.063107E-4
5.400000E+2	3.400000E+9	-2.124076E+1	1.066992E-4	3.400000E+9	1.700204E+2	1.072538E-4
5.350000E+2	3.400000E+9	-2.068905E+1	1.065444E-4	3.400000E+9	1.709825E+2	1.079666E-4
5.300000E+2	3.400000E+9	-2.062909E+1	1.062331E-4	3.400000E+9	1.702714E+2	1.073404E-4
5.250000E+2	3.400000E+9	-2.121252E+1	1.058631E-4	3.400000E+9	1.706506E+2	1.070595E-4
5.200000E+2	3.400000E+9	-2.147019E+1	1.062674E-4	3.400000E+9	1.703325E+2	1.075464E-4
5.150000E+2	3.400000E+9	-2.199629E+1	1.067480E-4	3.400000E+9	1.699895E+2	1.073342E-4
5.100000E+2	3.400000E+9	-2.105231E+1	1.069018E-4	3.400000E+9	1.700106E+2	1.069788E-4
5.050000E+2	3.400000E+9	-2.144856E+1	1.063677E-4	3.400000E+9	1.692106E+2	1.078491E-4
5.000000E+2	3.400000E+9	-2.176053E+1	1.060331E-4	3.400000E+9	1.692880E+2	1.038785E-4
4.950000E+2	3.400000E+9	-2.164742E+1	1.073084E-4	3.400000E+9	1.695633E+2	1.056846E-4
4.900000E+2	3.400000E+9	-2.175169E+1	1.074863E-4	3.400000E+9	1.692294E+2	1.072281E-4
4.850000E+2	3.400000E+9	-2.232565E+1	1.062237E-4	3.400000E+9	1.681712E+2	1.052916E-4
4.800000E+2	3.400000E+9	-2.260467E+1	1.076509E-4	3.400000E+9	1.681600E+2	1.068956E-4
4.750000E+2	3.400000E+9	-2.286724E+1	1.059106E-4	3.400000E+9	1.673324E+2	1.041622E-4
4.700000E+2	3.400000E+9	-2.195879E+1	1.051872E-4	3.400000E+9	1.680532E+2	1.035455E-4
4.650000E+2	3.400000E+9	-2.172120E+1	1.039383E-4	3.400000E+9	1.681531E+2	1.009954E-4
4.600000E+2	3.400000E+9	-2.229931E+1	1.056359E-4	3.400000E+9	1.683673E+2	1.001229E-4
4.550000E+2	3.400000E+9	-2.149450E+1	1.047044E-4	3.400000E+9	1.690285E+2	9.830070E-5
4.500000E+2	3.400000E+9	-2.144779E+1	1.064471E-4	3.400000E+9	1.699606E+2	9.783881E-5
4.450000E+2	3.400000E+9	-2.089680E+1	1.049083E-4	3.400000E+9	1.715254E+2	9.668316E-5
4.400000E+2	3.400000E+9	-2.067073E+1	1.038937E-4	3.400000E+9	1.720879E+2	9.685010E-5
4.350000E+2	3.400000E+9	-2.057513E+1	1.044896E-4	3.400000E+9	1.736991E+2	9.829585E-5
4.300000E+2	3.400000E+9	-2.082246E+1	1.046476E-4	3.400000E+9	1.746099E+2	9.721617E-5
4.250000E+2	3.400000E+9	-2.010341E+1	1.053496E-4	3.400000E+9	1.760042E+2	1.001097E-4
4.200000E+2	3.400000E+9	-2.021571E+1	1.070497E-4	3.400000E+9	1.760393E+2	1.024759E-4
4.150000E+2	3.400000E+9	-2.104301E+1	1.066987E-4	3.400000E+9	1.743793E+2	1.046206E-4
4.100000E+2	3.400000E+9	-2.098922E+1	1.069558E-4	3.400000E+9	1.744431E+2	1.057842E-4
4.050000E+2	3.400000E+9	-1.994197E+1	1.071916E-4	3.400000E+9	1.755173E+2	1.068758E-4
4.000000E+2	3.400000E+9	-2.047849E+1	1.070147E-4	3.400000E+9	1.747561E+2	1.064134E-4
3.950000E+2	3.400000E+9	-2.106813E+1	1.072556E-4	3.400000E+9	1.742928E+2	1.063568E-4
3.900000E+2	3.400000E+9	-2.066820E+1	1.078407E-4	3.400000E+9	1.750047E+2	1.078674E-4
3.850000E+2	3.400000E+9	-2.055237E+1	1.076237E-4	3.400000E+9	1.736104E+2	1.062488E-4
3.800000E+2	3.400000E+9	-2.099218E+1	1.075496E-4	3.400000E+9	1.742082E+2	1.081308E-4
3.750000E+2	3.400000E+9	-2.107158E+1	1.082511E-4	3.400000E+9	1.725857E+2	1.093829E-4
3.700000E+2	3.400000E+9	-2.188367E+1	1.088704E-4	3.400000E+9	1.725565E+2	1.078704E-4
